电芯编号,材料体系,诊断周期节点,循环次数,测试荷电状态_SOC,实测健康状态_SOH_pct,稳态电压_U0_V,充电直流内阻_ohm,放电直流内阻_ohm,倍率敏感内阻差_ohm,极化过电位_V,充放电不对称度,撤载松弛电压_V
NCM_D2_1,NCM,0-50_cycles,50,50,103.3036,3.681223392486572,0.0039803028957915,0.0046261323544541,-0.0003917783825369,-0.0146563053131099,0.0750402971595173,0.0179636478424067
NCM_D2_1,NCM,0-50_cycles,50,80,103.3036,3.9375038146972656,0.0044286917835195,0.0044521039724479,-0.0003127491595091,-0.0208005905151367,0.0026362715202234,0.0173921585083007
NCM_D2_1,NCM,0-50_cycles,50,95,103.3036,4.093629837036133,0.0044548652808175,0.0044208550271955,-0.0002262856738137,-0.0230355262756347,-0.0038318302562247,0.0163526535034179
NCM_D2_1,NCM,50-100_cycles,100,20,104.5502,3.573982715606689,0.0038851832035322,0.0038714051325328,-0.0004282359481236,-0.0174803733825679,-0.0017763055614702,0.0156598091125488
NCM_D2_1,NCM,50-100_cycles,100,50,104.5502,3.687772035598755,0.0035733217389085,0.0042065158299051,-0.000440584602762,-0.0160937309265136,0.0813891145407404,0.015171051025391
NCM_D2_1,NCM,50-100_cycles,100,80,104.5502,3.9529218673706055,0.0041500970728475,0.0040910951709603,-0.0002875126456109,-0.0209348201751709,-0.0071593890958579,0.0172066688537602
NCM_D2_1,NCM,50-100_cycles,100,95,104.5502,4.113415718078613,0.0042296870139925,0.0042154789149543,-0.0002536736891227,-0.022679328918457,-0.0016823943019875,0.0168113708496093
NCM_D2_2,NCM,0-50_cycles,50,20,103.7425,3.5827291011810303,0.0040321800034861,0.004050650325195,-0.0001579725776767,-0.0186460018157959,0.0022851304503205,0.016299009323121
NCM_D2_2,NCM,0-50_cycles,50,50,103.7425,3.697498321533203,0.0037959601094606,0.004438947713972,-0.0004243390656677,-0.0172431468963631,0.078080728806909,0.0150954723358163
NCM_D2_2,NCM,0-50_cycles,50,80,103.7425,3.974887371063232,0.0042518494452503,0.0042420418341794,-0.0003065555669316,-0.0213205814361567,-0.0011546664241658,0.016883373260498
NCM_D2_2,NCM,0-50_cycles,50,95,103.7425,4.135722160339356,0.0043167173744281,0.0043372870388852,-0.000298034851932,-0.0231857299804687,0.0023768955358347,0.0156836509704589
NCM_D2_2,NCM,50-100_cycles,100,20,104.8527,3.5825002193450928,0.0038012311955002,0.0038232423467359,-0.0001358043533988,-0.0193920135498051,0.0028869076814011,0.0151443481445308
NCM_D2_2,NCM,50-100_cycles,100,50,104.8527,3.6931653022766113,0.0035614884399943,0.0042743044017256,-0.000817303989987,-0.0177972316741938,0.0909692198517703,0.01353120803833
NCM_D2_2,NCM,50-100_cycles,100,80,104.8527,3.9635298252105713,0.004023023044245,0.0039577174927821,-0.0002253863282457,-0.0202608108520507,-0.0081828937001445,0.0146524906158451
NCM_D2_2,NCM,50-100_cycles,100,95,104.8527,4.125571250915527,0.0041506397052944,0.00410059031082,-0.0001860738050854,-0.0236916542053222,-0.0060656889187047,0.0140981674194335
NCM_D3_1,NCM,0-50_cycles,50,20,104.7944,3.5902156829833984,0.0040690293851949,0.0040031475620599,-0.0001473678359306,-0.017209768295288,-0.0081615930331422,0.0173418521881103
NCM_D3_1,NCM,0-50_cycles,50,50,104.7944,3.7493932247161865,0.004069750439096,0.0047702189581951,-0.0004565086414005,-0.0204002857208251,0.0792387945724891,0.01793646812439
NCM_D3_1,NCM,0-50_cycles,50,80,104.7944,3.964312791824341,0.0038433091032645,0.0038234235860714,-0.0002279710071946,-0.0176498889923091,-0.002593740775749,0.0171389579772949
NCM_D3_1,NCM,0-50_cycles,50,95,104.7944,4.113584041595459,0.0040072124711336,0.0040157804901613,-0.000217612792872,-0.020052433013916,0.0010679330106643,0.0179362297058105
NCM_D3_1,NCM,50-100_cycles,100,20,105.9112,3.585881471633911,0.0040640618811605,0.0040152964536172,-0.0001402704693944,-0.0169014930725102,-0.0060358045184623,0.01688814163208
NCM_D3_1,NCM,50-100_cycles,100,50,105.9112,3.749382972717285,0.0041458027810241,0.0046921535547332,-0.0004176735777264,-0.023040771484375,0.0618186776391494,0.0161318778991703
NCM_D3_1,NCM,50-100_cycles,100,80,105.9112,3.9669690132141113,0.0037378409081568,0.0036554106671556,-0.0001880104240128,-0.0179526805877681,-0.0111493894346131,0.0153768062591548
NCM_D3_1,NCM,50-100_cycles,100,95,105.9112,4.1179280281066895,0.0038841877557525,0.0038920238596666,-0.0002279149450056,-0.0208296775817871,0.0010077019892989,0.015791893005371
NCM_D3_2,NCM,0-50_cycles,50,20,107.8717,3.594221591949463,0.003901516121553,0.0039459090348634,-0.0001425732672915,-0.0180380344390869,0.005657003721042,0.0174663066864013
NCM_D3_2,NCM,0-50_cycles,50,50,107.8717,3.739809274673462,0.004191721129574,0.0048554248977076,-0.0004182984556653,-0.0222837924957279,0.0733605676455537,0.0185701847076407
NCM_D3_2,NCM,0-50_cycles,50,80,107.8717,3.95119309425354,0.0037689259491903,0.0037070959697325,-0.000196240411439,-0.0146884918212899,-0.0082704384936733,0.0176141262054438
NCM_D3_2,NCM,0-50_cycles,50,95,107.8717,4.099748611450195,0.0040825202985105,0.0040236860735465,-0.0001476838553934,-0.0196914672851562,-0.0072579234062908,0.0182037353515633
NCM_D3_2,NCM,50-100_cycles,100,20,109.1377,3.589403986930847,0.0039285208908942,0.0039334850654984,-0.0001179436988446,-0.0193321704864497,0.000631413233686,0.0169377326965327
NCM_D3_2,NCM,50-100_cycles,100,50,109.1377,3.740220546722412,0.0041681636465847,0.0048266245517132,-0.0004367114293473,-0.0236201286315922,0.0732047148428857,0.0167605876922607
NCM_D3_2,NCM,50-100_cycles,100,80,109.1377,3.955028533935547,0.0036509216152649,0.0036269410890534,-0.0002451707331381,-0.0175211429595938,-0.0032949956856593,0.01555609703064
NCM_D3_2,NCM,50-100_cycles,100,95,109.1377,4.106443405151367,0.0039564008158846,0.0040114179525372,-0.0002077777673167,-0.0211176872253417,0.0069049181779388,0.0214953422546386
NCM_H2_1,NCM,0-50_cycles,50,20,106.6304,3.5899105072021484,0.0040998290553495,0.004053279603951,-0.0001220304083224,-0.0182919502258296,-0.0057094113844975,0.0183761119842533
NCM_H2_1,NCM,0-50_cycles,50,50,106.6304,3.748023509979248,0.0042639302854323,0.0049370140066519,-0.0006400754603756,-0.021848440170288,0.0731537655106373,0.0195093154907231
NCM_H2_1,NCM,0-50_cycles,50,80,106.6304,3.968017816543579,0.0038828081905351,0.0038706546160316,-0.0002582786194549,-0.0173351764678959,-0.0015675027799388,0.019676685333251
NCM_H2_1,NCM,0-50_cycles,50,95,106.6304,4.119638919830322,0.0041050027093112,0.0041454370526699,-0.0002112719868873,-0.018385887145996,0.0049008712899176,0.0186767578125
NCM_H2_1,NCM,50-100_cycles,100,20,106.2608,3.586769819259644,0.0040145660028693,0.0039619414890709,-0.0001073200521427,-0.0187718868255619,-0.0065974380205324,0.0166635513305659
NCM_H2_1,NCM,50-100_cycles,100,50,106.2608,3.744609832763672,0.0041940882075051,0.0048108476313575,-0.00045929815878,-0.0228147506713871,0.0684912624463887,0.016785860061645
NCM_H2_1,NCM,50-100_cycles,100,80,106.2608,3.964844942092896,0.0037764515208696,0.0037854575741749,-0.0002532449228319,-0.0158793926239018,0.0011909761400326,0.0155293941497798
NCM_H2_1,NCM,50-100_cycles,100,95,106.2608,4.114936828613281,0.0039682412264367,0.003994390189618,-0.0002279231234436,-0.0212979316711425,0.0032839600146007,0.0165276527404794
NCM_H2_2,NCM,0-50_cycles,50,20,104.5851,3.595719814300537,0.0040982118070583,0.0041793604198083,-0.0001907450272271,-0.0183885097503671,0.0098034315528737,0.0194113254547119
NCM_H2_2,NCM,0-50_cycles,50,50,104.5851,3.7545673847198486,0.0043565929232618,0.0050488720316626,-0.0004365169311554,-0.0234222412109379,0.0736039219452286,0.0182583332061772
NCM_H2_2,NCM,0-50_cycles,50,80,104.5851,3.96704363822937,0.0036846067220182,0.0039278465309667,-0.0002412505676718,-0.0145752429962162,0.0319528804795147,0.017247200012207
NCM_H2_2,NCM,0-50_cycles,50,95,104.5851,4.118398666381836,0.0041796688469556,0.0041588221244892,-0.0001990758360019,-0.0207986831665039,-0.0025000593677935,0.0176596641540527
NCM_H2_2,NCM,50-100_cycles,100,20,105.3924,3.5895938873291016,0.004147962005998,0.0041045113807612,-0.0001294154684405,-0.018363237380981,-0.0052651639333384,0.0172539949417118
NCM_H2_2,NCM,50-100_cycles,100,50,105.3924,3.752285718917847,0.0044004437625667,0.0049829416472677,-0.0004379265064882,-0.0244686603546138,0.0620775827976259,0.017021894454956
NCM_H2_2,NCM,50-100_cycles,100,80,105.3924,3.9693195819854736,0.0038879287258735,0.0038328847552316,-0.0002071844506548,-0.0181882381439209,-0.0071292967737973,0.0163173675537109
NCM_H2_2,NCM,50-100_cycles,100,95,105.3924,4.122452974319458,0.0041296627383433,0.0041086952482867,-0.0002461745429489,-0.0216770172119149,-0.002545105479827,0.0160260200500488
SIC_B1_1,SiC,0-50_cycles,50,20,85.8164,3.5597368478775024,0.0044431912847884,0.0045502490253845,-0.000331235337029,-0.018650054931641,0.0119039807797373,0.056408405303955
SIC_B1_1,SiC,0-50_cycles,50,50,85.8164,3.829127788543701,0.0041802811313668,0.0043713397556737,-0.0003288586650369,-0.0133793354034419,0.022341802429111,0.0533018112182621
SIC_B1_1,SiC,0-50_cycles,50,80,85.8164,4.078407764434815,0.004248641258023,0.0040142132602504,-0.0003048969756296,-0.0080595016479492,-0.0283713088804984,0.0548911094665527
SIC_B1_1,SiC,0-50_cycles,50,95,85.8164,4.104116439819336,0.0042571615179071,0.004251167616592,-0.0002536136410139,-0.0049376487731933,-0.0007044745472664,0.0546512603759765
SIC_B1_1,SiC,50-100_cycles,100,20,87.362,3.541165351867676,0.0037001030883734,0.0039629897677079,-0.0002613121346168,-0.014357805252076,0.0343055583785446,0.045720100402832
SIC_B1_1,SiC,50-100_cycles,100,50,87.362,3.829973340034485,0.0035601570885122,0.0037302914871407,-0.0002308708008922,-0.0099751949310311,0.0233366159658064,0.044412851333619
SIC_B1_1,SiC,50-100_cycles,100,80,87.362,4.079476833343506,0.0035179119939259,0.0033217537117411,-0.0002401645529993,-0.00474214553833,-0.0286795130970072,0.0465707778930664
SIC_B1_1,SiC,50-100_cycles,100,95,87.362,4.105103492736816,0.0035396320771117,0.0036091061530592,-0.0002137454733645,0.0046792030334472,0.0097183689919381,0.0464582443237313
SIC_B1_2,SiC,0-50_cycles,50,20,87.1799,3.546576976776123,0.0038266839449505,0.0041150689228639,-0.0002935293025093,-0.0174627304077148,0.0363125096831097,0.0473778247833251
SIC_B1_2,SiC,0-50_cycles,50,50,87.1799,3.8277029991149902,0.0036734153698133,0.0038536970766193,-0.0002736300387566,-0.0142641067504891,0.0239509782920046,0.0446174144744868
SIC_B1_2,SiC,0-50_cycles,50,80,87.1799,4.079668521881104,0.0036381269744986,0.0034194018951353,-0.0002508382278159,-0.006727695465087,-0.0309917371084893,0.0468740463256835
SIC_B1_2,SiC,0-50_cycles,50,95,87.1799,4.107008457183838,0.0036323996023969,0.0036710777620795,-0.0001786096735411,-0.0041041374206534,0.0052958553511318,0.0469565391540527
SIC_B1_2,SiC,50-100_cycles,100,20,87.5347,3.534273386001587,0.0039867478302888,0.0040866990946907,-0.0002951221883522,-0.0107641220092782,0.0123802466691917,0.0483515262603759
SIC_B1_2,SiC,50-100_cycles,100,50,87.5347,3.8262104988098153,0.0038170263607353,0.0039120390092411,-0.0002167462187384,-0.0137977600097647,0.0122929026936342,0.0464551448822021
SIC_B1_2,SiC,50-100_cycles,100,80,87.5347,4.07877779006958,0.0038780276682141,0.0036660588891479,-0.0003062718199567,-0.0059552192687988,-0.0280973418656397,0.0519423484802246
SIC_B1_2,SiC,50-100_cycles,100,95,87.5347,4.104668140411377,0.003940369613122,0.0039714238403288,-0.0002041653357746,-0.002476692199707,0.0039250553480068,0.0506830215454092
SIC_C2_1,SiC,0-50_cycles,50,20,87.4698,3.554038643836975,0.0040713464340732,0.0043740756611632,-0.000324106193606,-0.0160629749298086,0.0358453637575793,0.0502765178680419
SIC_C2_1,SiC,0-50_cycles,50,50,87.4698,3.833373546600342,0.0039188350771019,0.004076205997,-0.0002623922860166,-0.0156397819519038,0.0196835661555148,0.0489051342010502
SIC_C2_1,SiC,0-50_cycles,50,80,87.4698,4.080811023712158,0.0038126210196807,0.0036502966047938,-0.0002405133141943,-0.0065755844116202,-0.0217507981536118,0.0504064559936523
SIC_C2_1,SiC,0-50_cycles,50,95,87.4698,4.109469890594482,0.0039714092510531,0.0040458325665856,-0.0002125477498425,-0.0057582855224609,0.0092829076664213,0.0512089729309082
SIC_C2_1,SiC,50-100_cycles,100,20,88.7343,3.5387232303619385,0.0043499703870139,0.004424813011929,-0.0003211436815648,-0.0125620365142817,0.0085292846002479,0.0528182983398428
SIC_C2_1,SiC,50-100_cycles,100,50,88.7343,3.832749366760254,0.0041542356220429,0.0043049731378223,-0.0003214553564617,-0.0145828723907479,0.0178193398529754,0.0508582592010498
SIC_C2_1,SiC,50-100_cycles,100,80,88.7343,4.080262184143066,0.0041029906286835,0.0039184756060914,-0.0002703983822599,-0.0051569938659667,-0.0230026552741948,0.0551061630249023
SIC_C2_1,SiC,50-100_cycles,100,95,88.7343,4.109346866607666,0.0044230420891187,0.0044918192279129,-0.0002635108927299,-0.0055851936340332,0.0077148860030867,0.0559430122375488
SIC_C2_2,SiC,0-50_cycles,50,20,87.4377,3.5536751747131348,0.0037887362067665,0.0040767381429962,-0.0002796931932466,-0.0180554389953608,0.0366159653471337,0.0513415336608877
SIC_C2_2,SiC,0-50_cycles,50,50,87.4377,3.831523180007935,0.0037466831256688,0.0039572673756079,-0.0003062251271475,-0.015034914016724,0.0273345798242318,0.045623779296875
SIC_C2_2,SiC,0-50_cycles,50,80,87.4377,4.080184459686279,0.0038248085071262,0.0036316840582909,-0.0003044971076,-0.005706787109375,-0.0259001731901434,0.049997329711914
SIC_C2_2,SiC,0-50_cycles,50,95,87.4377,4.10890007019043,0.0041252704978699,0.0042559717751619,-0.0002981312576232,-0.0065121650695791,0.0155944993634813,0.0541172027587899
SIC_C2_2,SiC,50-100_cycles,100,20,89.0774,3.5376694202423096,0.0043471956667733,0.0045776202341943,-0.0003393608011225,-0.0128440856933602,0.0258184112678426,0.0548388957977299
SIC_C2_2,SiC,50-100_cycles,100,50,89.0774,3.8307559490203857,0.0042537222427494,0.0044704697720163,-0.0003143589503082,-0.01564621925354,0.0248444244349581,0.0529735088348388
SIC_C2_2,SiC,50-100_cycles,100,80,89.0774,4.079870700836182,0.0042625889152736,0.0040763337086867,-0.0003302720827499,-0.0034084320068359,-0.022335643941786,0.0557785034179687
SIC_C2_2,SiC,50-100_cycles,100,95,89.0774,4.109539031982422,0.0045857643677024,0.0046785422464186,-0.0002577116677772,-0.0058975219726562,0.0100145518256819,0.0587449073791503
SIC_D1_1,SiC,0-50_cycles,50,20,87.6534,3.5292515754699707,0.003551347466773,0.0036795964251441,-0.0002685287698001,-0.013095855712891,0.0177361296516764,0.0495800971984863
SIC_D1_1,SiC,0-50_cycles,50,50,87.6534,3.8217387199401855,0.003475032034292,0.003615872371506,-0.0002565654889819,-0.0143306255340571,0.0198621119611813,0.0435512065887446
SIC_D1_1,SiC,0-50_cycles,50,80,87.6534,4.079457759857178,0.0036003396597852,0.0034010080191117,-0.0003100140866226,-0.0053744316101074,-0.0284704673750698,0.0484743118286132
SIC_D1_1,SiC,0-50_cycles,50,95,87.6534,4.108437776565552,0.0038088516675732,0.0038432650022332,-0.0002165798793495,-0.0056257247924804,0.0044972307852706,0.0517187118530273
SIC_D1_1,SiC,50-100_cycles,100,20,89.4861,3.540827989578247,0.0038041944841815,0.004094043831195,-0.0003254279656394,-0.0098285675048828,0.0366979743380573,0.0513347387313851
SIC_D1_1,SiC,50-100_cycles,100,50,89.4861,3.834175348281861,0.0037730358286123,0.0039482981065626,-0.0002770092194057,-0.0132043361663809,0.0226984455563893,0.0500524044036869
SIC_D1_1,SiC,50-100_cycles,100,80,89.4861,4.0806403160095215,0.0037840600698209,0.0036870062507982,-0.0003343411851115,-0.00248384475708,-0.0129906247458799,0.0532402992248535
SIC_D1_1,SiC,50-100_cycles,100,95,89.4861,4.112283229827881,0.0043046379133798,0.0043639849389534,-0.0001974657712935,-0.0041923522949218,0.0068461884413037,0.0567898750305175
SIC_D2_1,SiC,0-50_cycles,50,20,87.3463,3.55399227142334,0.0042920850730881,0.0045271248570282,-0.0003503635469032,-0.0111811161041259,0.0266508888894367,0.056148052215577
SIC_D2_1,SiC,0-50_cycles,50,50,87.3463,3.8322176933288574,0.0042557325918733,0.0043923644266008,-0.0003461743585731,-0.013180017471313,0.0157990635900204,0.0547881126403808
SIC_D2_1,SiC,0-50_cycles,50,80,87.3463,4.079876899719238,0.0043692250937621,0.0041713255857338,-0.0003536774274026,-0.0029458999633789,-0.0231717503302721,0.0592885017395019
SIC_D2_1,SiC,0-50_cycles,50,95,87.3463,4.108094215393066,0.0046554920366809,0.0046993114875664,-0.0003145409106557,-0.004129409790039,0.0046841658161975,0.0634369850158682
SIC_D2_1,SiC,50-100_cycles,100,20,88.8664,3.5365731716156006,0.0040408721481582,0.0041905021708488,-0.0002761904028733,-0.012613296508789,0.0181780121874774,0.0534331798553471
SIC_D2_1,SiC,50-100_cycles,100,50,88.8664,3.829521894454956,0.0038666691709712,0.0040138857852502,-0.0002736648179836,-0.0146429538726811,0.0186809958304693,0.050017356872559
SIC_D2_1,SiC,50-100_cycles,100,80,88.8664,4.080636024475098,0.0038791692929751,0.0036891413035829,-0.0003053310049044,-0.0034265518188476,-0.0251083761650404,0.0515522956848144
SIC_D2_1,SiC,50-100_cycles,100,95,88.8664,4.1102166175842285,0.0040353059586098,0.0041422064634372,-0.0002566279902343,-0.0048751831054687,0.0130724967826655,0.0521888732910147
SIC_D2_2,SiC,0-50_cycles,50,20,87.4087,3.5566415786743164,0.0045691026572976,0.0047769106349189,-0.0003687786147916,-0.0192401409149169,0.0222349328129378,0.0590825080871577
SIC_D2_2,SiC,0-50_cycles,50,50,87.4087,3.832584619522095,0.0043627604716525,0.0045565264883618,-0.0003564641578151,-0.01519751548767,0.0217243841999907,0.0556509494781494
SIC_D2_2,SiC,0-50_cycles,50,80,87.4087,4.080306529998779,0.0042568507448849,0.0041382969378322,-0.0003337596022499,-0.0066657066345214,-0.0141217059584058,0.0569214820861816
SIC_D2_2,SiC,0-50_cycles,50,95,87.4087,4.109545230865479,0.0045472131175568,0.0045590471966692,-0.0002094950120901,-0.0047979354858398,0.0012995542301774,0.0580472946166992
SIC_D2_2,SiC,50-100_cycles,100,20,88.65,3.5409727096557617,0.004089171038822,0.0042858904803324,-0.0002461767185115,-0.015413761138916,0.0234887160005311,0.0530698299407963
SIC_D2_2,SiC,50-100_cycles,100,50,88.65,3.8318076133728014,0.0039711700605263,0.0041449543870636,-0.0002850209093951,-0.0104873180389408,0.0214122303889672,0.0498659610748291
SIC_D2_2,SiC,50-100_cycles,100,80,88.65,4.080612659454346,0.0039273554848889,0.0037605161184109,-0.0003168610402511,-0.0055098533630379,-0.0217016327908436,0.0516371726989746
SIC_D2_2,SiC,50-100_cycles,100,95,88.65,4.110413074493408,0.0041306545571539,0.0042341137181625,-0.0001954595563624,-0.0062088966369637,0.0123684431658364,0.0533461570739746
